name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Burnley,2021-09-08,26.8,14.1,20.6,27,14.1,20.6,13.9,68.2,0,0,0,,0,0,34.3,17.7,125.9,1013.5,64.5,18.5,218.6,18.8,6,,2021-09-08T06:30:06,2021-09-08T19:41:58,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-09,21.1,15.3,17.8,21.1,15.3,17.8,15.2,85.2,3.225,100,29.17,rain,0,0,24.1,9.8,171.2,1006.8,82.1,9.7,125.5,10.9,4,,2021-09-09T06:31:51,2021-09-09T19:39:31,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E8328,03346099999,03318099999,D6643,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-10,19.7,15.9,17.5,19.7,15.9,17.5,15.8,90.5,2.47,100,20.83,rain,0,0,35.6,11.1,254.1,1008.2,83.8,22.9,105.6,9,4,,2021-09-10T06:33:37,2021-09-10T19:37:04,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-11,18.1,13.3,16.3,18.1,13.3,16.3,13.7,84.8,0,0,0,,0,0,38.5,19.6,269.7,1014,73.4,33.4,183.8,15.8,6,,2021-09-11T06:35:23,2021-09-11T19:34:36,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-12,15.8,11.6,13.5,15.8,11.6,13.5,10.3,81.5,0.254,100,16.67,rain,0,0,23,9,3.4,1019.3,78,32.2,117.6,10.1,3,,2021-09-12T06:37:09,2021-09-12T19:32:09,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-13,15.5,11.4,13,15.5,11.4,13,10.6,85.6,0.989,100,16.67,rain,0,0,25.2,13.9,108,1019.1,89.8,30.7,74.2,6.6,2,,2021-09-13T06:38:55,2021-09-13T19:29:41,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E8328,03346099999,03318099999,D6643,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-14,14.7,12.1,13.2,14.7,12.1,13.2,11.8,91.8,4.496,100,41.67,rain,0,0,20.5,11.8,69.4,1014.7,92.1,36.5,61.2,5,1,,2021-09-14T06:40:40,2021-09-14T19:27:12,0.27,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E8328,03346099999,03318099999,D6643,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-15,19.1,10.5,14.2,19.1,10.5,14.2,11.5,84.9,0.691,100,12.5,rain,0,0,24.1,10,314,1014.6,65.5,28.1,194.9,16.9,6,,2021-09-15T06:42:26,2021-09-15T19:24:44,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E8328,03346099999,03318099999,03344099999,F1692,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-16,19.1,12.9,15.5,19.1,12.9,15.5,12.1,80.7,0.026,100,4.17,rain,0,0,29.5,11.3,266.9,1016.1,66.3,32.3,179.8,15.5,6,,2021-09-16T06:44:12,2021-09-16T19:22:16,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
Burnley,2021-09-17,19.3,11.5,14.8,19.3,11.5,14.8,11.1,79.4,0,0,0,,0,0,35.3,17.4,190.2,1012.7,53.7,36.6,160.7,13.7,6,,2021-09-17T06:45:58,2021-09-17T19:19:47,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,D3656,03351099999"
